student_id,family_code,student_name,session,class_id,section_id,gr_no,gender,religion,dob,date_of_admission,status,whatsapp_number,father_cell_no,mother_cell_no,home_cell_no,place_of_birth,state,city,email,father_name,mother_name,home_address,created_at,student_image,admission_fee,monthly_fee,cnic
70,FC3519,Lori Roberts,1,12,4,GR1070,Female,Sikhism,7/16/2017,9/27/2021,Active,(797)307-9483,632.524.8747,932-477-2836x64354,001-966-276-3904x980,Howellburgh,Alaska,New Johnathanburgh,meyersjoseph@example.org,Ryan Garcia,Erin Harris,"PSC 3297, Box 6578, APO AP 19896",4/11/2025 6:32,default_student_0.jpg,4927,869,42732-9221061-4
71,FC3098,Anne Strickland,1,10,7,GR1071,Male,Hinduism,12/22/2013,4/5/2021,Active,(348)738-5695,501.522.4423x2558,001-908-938-7526,878.664.3187,Christopherberg,Tennessee,South Amanda,stevensalicia@example.com,David Gonzalez,Hannah Castillo,"USNV Cunningham, FPO AA 11694",4/11/2025 6:32,default_student_1.jpg,3912,1107,67905-9624084-8
72,FC9784,Jared Jones,1,8,4,GR1072,Male,Islam,7/21/2019,6/10/2024,Active,+1-559-256-1102x895,281-546-6457,656-650-1105x920,+1-338-658-3329x762,Anthonymouth,Maine,Riveraborough,nortonnicole@example.net,Ernest Sosa,Betty Collins,"286 Chelsea Rest Apt. 768, Angelaton, GU 03245",4/11/2025 6:32,default_student_2.jpg,4001,1349,42607-4658518-5
73,FC1105,James Thomas,1,6,7,GR1073,Female,Islam,3/7/2010,10/21/2023,Inactive,+1-382-220-3190x391,732.335.6861,761-685-0104x40215,(976)933-1162,Port Aaron,Connecticut,South Ericmouth,milleralexandra@example.org,Jeffery Rojas,April Mitchell,"9574 Michelle Park Apt. 103, Jeremyhaven, IN 93849",4/11/2025 6:32,default_student_3.jpg,1940,1882,81648-5733978-4
74,FC4934,Edward Phillips,1,15,6,GR1074,Male,Hinduism,2/21/2014,5/4/2024,Inactive,+1-896-833-0352x430,-1881,+1-318-511-0126x9407,+1-498-880-3209x744,Danielville,Oklahoma,South Eric,phillipsdavid@example.com,Steven Mclean,Meghan Hawkins,"PSC 4739, Box 8616, APO AA 26793",4/11/2025 6:32,default_student_4.jpg,2174,1692,32463-3303309-1
75,FC9271,Jack Welch,1,14,4,GR1075,Male,Sikhism,5/16/2017,1/22/2025,Active,708.810.6533,807-464-4694,+1-820-212-0595x8763,(486)679-9694x991,Lake Diane,Wisconsin,Scottshire,macdonaldryan@example.com,Jonathan Mills,Christina Molina,"65659 Kirby Island Apt. 019, Rodriguezmouth, SC 29288",4/11/2025 6:32,default_student_5.jpg,4996,862,76908-2282722-3
76,FC4383,Wayne Bailey,1,8,5,GR1076,Male,Sikhism,10/9/2008,12/6/2022,Inactive,614-954-4269x63913,+1-624-424-0035x5170,433.351.1477x4659,001-712-664-1894x82763,Nicolemouth,Idaho,Jeffport,dross@example.net,Benjamin Skinner,Carmen Lopez,"20574 Miles View Suite 209, Frankmouth, NV 16272",4/11/2025 6:32,default_student_6.jpg,3492,1710,27372-9362870-2
77,FC1426,Megan Singleton,1,12,6,GR1077,Male,Christianity,4/27/2014,12/21/2020,Active,3767342977,001-368-347-7759x411,467.819.7082,-4865,South Collin,Virginia,West Kimberly,evanslisa@example.org,Timothy Leblanc,Michelle Smith,"145 Roberts Common Suite 347, East Lindseyville, AK 44449",4/11/2025 6:32,default_student_7.jpg,3706,1513,73034-6267100-2
78,FC5246,Edwin Williams,1,16,5,GR1078,Female,Hinduism,3/1/2020,2/8/2021,Inactive,974-826-4546x6984,627.642.1922,915-810-3195x804,224-233-9520,North Jenny,Arkansas,Davisborough,jennifer62@example.org,Jonathan Benson,Carol Cruz,"USS Moreno, FPO AP 81595",4/11/2025 6:32,default_student_8.jpg,4865,621,37349-1642363-6
79,FC5089,Micheal Dunlap,1,15,5,GR1079,Female,Hinduism,3/14/2013,8/27/2024,Active,612.592.5929x65966,(769)768-3710x9780,001-357-394-9810x14243,001-230-246-4189,Lake Jesus,Nevada,Lake Kiara,charles37@example.net,Seth Mills,Katie Hutchinson,"21478 Rachel Forge Suite 792, Williamstown, NY 32918",4/11/2025 6:32,default_student_9.jpg,2248,534,56708-1976148-3
80,FC6790,Holly Waters,1,15,4,GR1080,Male,Christianity,10/17/2007,9/26/2024,Active,432-565-3163,896.445.2446x5333,(243)420-5590x4372,-5232,New Billyberg,Arkansas,Lake Ashley,timosborne@example.net,Dean Williams,Karen Brown,"957 Hopkins Corner, New Elizabeth, VA 00623",4/11/2025 6:32,default_student_0.jpg,1050,962,95704-6480577-2
81,FC2022,Jason Nelson,1,7,5,GR1081,Female,Sikhism,3/28/2008,2/22/2023,Active,357.986.8336,807.830.3349x8217,(500)811-7911,640-298-9788x51540,South Michaelfort,Oregon,Wendyburgh,katrinanielsen@example.net,Lucas Montoya,Sandra Taylor,"132 Joseph Mountains, Debraberg, ID 46457",4/11/2025 6:32,default_student_1.jpg,2466,1138,33191-6516569-7
82,FC7269,Amanda Smith,1,9,7,GR1082,Male,Islam,6/19/2009,2/27/2025,Inactive,8747591645,(955)638-4730x0452,(330)728-4264x9405,+1-558-659-3834x08258,Johnfurt,Minnesota,Salasmouth,osullivan@example.net,Brian Ramirez,Sara Pruitt,"143 David Islands Apt. 580, West Timothy, PA 32373",4/11/2025 6:32,default_student_2.jpg,4907,1299,32454-1052179-9
83,FC3264,David Williams,1,10,5,GR1083,Male,Christianity,7/5/2016,3/19/2023,Active,-10352,374.726.0336x114,001-326-511-3123x385,+1-243-683-4139x73195,East Andrew,Tennessee,Normanhaven,chelsea36@example.net,Jacob Sparks,Kathleen Clark,"2074 Charles Shoal Apt. 587, Colonshire, FM 83945",4/11/2025 6:32,default_student_3.jpg,4918,845,99608-3823853-2
84,FC7998,Penny Harris,1,16,5,GR1084,Male,Hinduism,7/10/2017,9/10/2020,Inactive,(364)658-9525x215,(261)359-2684x452,571.953.4726,(272)577-8598,North Janet,Massachusetts,Jimenezhaven,ujohnson@example.org,Mark Martin,Sarah Rowe,"938 Flores Prairie Suite 816, Cartermouth, OK 86797",4/11/2025 6:32,default_student_4.jpg,4300,2000,59350-1457467-1
85,FC9132,Valerie Flores,1,9,5,GR1085,Female,Christianity,1/11/2014,3/6/2021,Inactive,(477)472-3215,001-287-633-8672,981-707-4604x7087,+1-776-484-9011x3334,Perezhaven,Colorado,Port Michaelburgh,richard02@example.net,Jackson Juarez,Elizabeth Reyes DDS,"5923 Woodard River Apt. 966, Lauraside, GU 53914",4/11/2025 6:32,default_student_5.jpg,1664,1328,54255-5527159-8
86,FC7432,Shawn Pearson,1,13,6,GR1086,Female,Islam,6/12/2011,7/14/2023,Inactive,208.273.4004,+1-238-355-5189x402,-3737,-8801,West Charlesmouth,North Dakota,Escobarville,whitesandra@example.com,Andrew Harmon,Cassidy Oconnell,"541 Bautista Park Apt. 764, Jamesstad, IA 80436",4/11/2025 6:32,default_student_6.jpg,4826,1906,15020-8649030-7
87,FC2966,Wendy Harris,1,12,4,GR1087,Male,Hinduism,10/2/2019,7/14/2023,Active,620-769-5972x9643,+1-995-769-9961x6303,838.437.7312x24520,(970)647-5469x6816,North Robert,Rhode Island,Forbesshire,rhays@example.com,Larry Anderson,Julia Holmes,"2412 Crosby Squares, Penningtonton, OH 79096",4/11/2025 6:32,default_student_7.jpg,2040,1894,99180-5861661-4
88,FC9671,Michael Barnes,1,9,5,GR1088,Male,Hinduism,9/11/2009,7/22/2022,Active,8952055131,(494)832-8158x3386,001-204-541-0744x50609,+1-702-313-8665x113,East Amanda,Kansas,Warrenland,ocunningham@example.net,Steven Robertson,Kylie Pearson,"4800 White Courts, West April, AZ 99110",4/11/2025 6:32,default_student_8.jpg,3400,1880,79832-6928323-3
89,FC3507,Todd Armstrong,1,14,4,GR1089,Male,Hinduism,9/1/2011,1/12/2021,Inactive,+1-310-715-7667x55027,(965)907-6925,559.390.9381,+1-226-473-4991x070,Port Jeanneberg,Illinois,Thomaston,fredosborn@example.org,Austin Moore,Christina Deleon,"USCGC Benson, FPO AE 93689",4/11/2025 6:32,default_student_9.jpg,2192,1781,48459-6419081-8
90,FC7613,James Casey,1,5,5,GR1090,Male,Sikhism,5/1/2019,1/4/2024,Active,001-427-831-3705x616,+1-786-242-6848x161,001-787-546-9775x78830,544.466.4420,Harrisside,Texas,Princefort,carrandrea@example.org,Nathan Garcia,Laura Ryan,"34997 Ramirez Spur Suite 386, East Mary, AZ 67068",4/11/2025 6:32,default_student_0.jpg,2398,519,72968-5321792-4
91,FC2150,Sharon Lawrence,1,7,5,GR1091,Male,Christianity,1/22/2010,7/9/2022,Active,208.791.7483,(267)285-6448x4594,(816)559-7758x220,623-244-7943,Port Jeremy,Minnesota,Maryshire,timothyschultz@example.com,James Williams,Jamie Ford,"27876 David Union Apt. 710, New Anthonytown, MH 71965",4/11/2025 6:32,default_student_1.jpg,4857,1532,92854-7454173-7
92,FC5354,Miss Heidi Robinson,1,5,7,GR1092,Female,Hinduism,8/8/2015,11/15/2020,Inactive,001-734-240-3723,4753860080,278.488.3037,001-502-373-7158x69793,Jessicafort,Montana,West Stephanie,michelle94@example.org,Scott Hall,Sara Morris,"577 Joshua Springs, Jamesside, KS 33575",4/11/2025 6:32,default_student_2.jpg,2401,889,66583-3377452-1
93,FC9377,Tiffany Nash,1,10,7,GR1093,Male,Sikhism,1/26/2008,9/29/2023,Active,(681)359-4467x7666,(488)889-9605,001-284-505-0003x5313,+1-299-725-8846x1726,New Timothy,Alabama,West Jasonshire,jenniferlawson@example.net,Dale Richardson,Heidi Payne,"4791 Adam Grove Suite 863, South Ashleyhaven, TN 03338",4/11/2025 6:32,default_student_3.jpg,4685,532,57477-9876739-3
94,FC4186,Erika Wilkins,1,5,5,GR1094,Male,Hinduism,6/13/2012,10/30/2024,Active,699-300-3767x44910,338-795-3276,7129116762,6836459326,Port Peterstad,Colorado,Nathanielshire,wbyrd@example.org,Tyler Benson,Dana Randall,"460 Briggs Coves, Clarkstad, IL 20461",4/11/2025 6:32,default_student_4.jpg,4870,1360,20213-8519207-4
95,FC8367,Andrea Bennett,1,7,7,GR1095,Male,Sikhism,8/13/2019,4/23/2021,Inactive,228.517.3252x90466,-8645,696.231.1163,358-439-0602,South Paulaborough,South Carolina,Lake Jasmine,lisa16@example.com,Matthew Edwards,Pamela Stein,"6291 Jeffrey Station, Robertston, WY 82718",4/11/2025 6:32,default_student_5.jpg,4851,1056,43120-8335276-6
96,FC6370,James Bird,1,5,7,GR1096,Male,Hinduism,12/31/2019,6/29/2020,Active,(410)919-0400x6898,319-306-3330,+1-933-875-8559x06669,720-533-6627x48806,South Marcusville,Tennessee,Lake Logan,uleonard@example.org,Kevin Wilkins,Patricia Bond,"402 Cox Pass, Tinachester, WA 58419",4/11/2025 6:32,default_student_6.jpg,4122,1314,60675-8308355-7
97,FC1629,Hannah Wright,1,14,5,GR1097,Female,Hinduism,10/8/2017,5/9/2023,Active,305.681.5490,(374)341-8192,-9351,001-852-948-7438x04353,Jonathantown,Rhode Island,West Jerry,donald52@example.net,Thomas Porter,Angela Hall,"40014 Bates Meadow, Taylorhaven, SD 15358",4/11/2025 6:32,default_student_7.jpg,2630,1470,78379-3270628-1
98,FC2335,Jennifer Howard,1,5,4,GR1098,Male,Islam,12/25/2015,4/27/2024,Inactive,476-816-1474,+1-629-663-2281x335,278.690.5446x879,(303)613-4830x61983,New Patrickfurt,Delaware,Millerview,michaelyoung@example.com,Richard Hernandez,Kathleen Lopez,"41788 Roger Summit, South Dawn, AR 90065",4/11/2025 6:32,default_student_8.jpg,1176,1144,13327-6281484-7
99,FC3052,Jeffery Bradley,1,15,5,GR1099,Male,Sikhism,5/28/2007,7/7/2024,Inactive,(431)721-0615x951,581-682-5622x0543,208.448.1903x296,867.587.5877x141,North Michaelland,Missouri,Roychester,matthewlang@example.com,Jonathan Torres,Melissa Shah,"456 Powell Forks, West Timothy, SC 42874",4/11/2025 6:32,default_student_9.jpg,3095,622,31353-3103568-3
100,FC8878,Sean Nelson,1,13,7,GR1100,Male,Hinduism,2/21/2019,8/7/2022,Active,889.361.6776,4345039226,(598)302-0092x44496,304-738-8058,New Amber,New Hampshire,Mendozashire,delliott@example.org,Kevin Rodriguez,Amber Holland,"673 Marcus Mews Apt. 791, West Nancychester, DC 93194",4/11/2025 6:32,default_student_0.jpg,1330,1646,32862-5455750-4
101,FC5275,Michael Johnson,1,17,6,GR1101,Female,Christianity,11/6/2018,10/25/2021,Inactive,(583)450-2676x16404,(792)453-8056x6031,981.581.7857x0282,001-472-864-8072x371,East Monicafort,Maryland,Allisonland,vcoleman@example.com,Gregory Hebert,Deborah Steele,"386 Sheila Avenue, Port Candaceland, MS 69520",4/11/2025 6:32,default_student_1.jpg,3263,812,15059-3968996-9
102,FC1553,Amanda Cummings,1,8,7,GR1102,Male,Sikhism,6/1/2007,4/1/2021,Active,816.299.9065,584.357.0404x4324,+1-533-976-1082x21268,633.914.2906x4488,Pageside,Michigan,Wadeland,kirbythomas@example.org,Benjamin Gutierrez,Jennifer Parker,"482 Lee Mews, Lake Hannahport, OR 36699",4/11/2025 6:32,default_student_2.jpg,3906,1183,95879-3262848-8
103,FC1936,Tammy Fowler,1,5,4,GR1103,Male,Sikhism,2/1/2016,2/16/2024,Inactive,001-329-441-5022x6550,+1-955-360-5199x5952,001-298-972-7678x47365,(629)745-3132x96075,Mosestown,Wyoming,West Debbiechester,paullane@example.org,Matthew Blackwell,Jennifer Carter,"56991 Cook Isle Apt. 927, East Corey, UT 22053",4/11/2025 6:32,default_student_3.jpg,3335,1424,54014-7342885-9
104,FC6931,Marcus Kelly,1,10,4,GR1104,Male,Christianity,11/23/2018,9/27/2020,Active,001-243-221-8579x1995,611-567-6954x99903,+1-380-887-0800x12577,(287)925-7217,Robersonland,Arkansas,Oneillshire,rodriguezeric@example.net,Nicholas Johnson,Jacqueline Martinez,"31270 Butler Dale, Lake Sarafurt, DE 16790",4/11/2025 6:32,default_student_4.jpg,2383,1744,35341-1740538-7
105,FC2016,Crystal Wright,1,5,5,GR1105,Female,Islam,9/12/2006,4/1/2021,Inactive,+1-910-395-3515x25390,001-729-457-2827,6247553496,+1-307-742-4307x470,Port Chelsea,Oklahoma,South James,lmichael@example.com,Douglas Castro,Nancy Gibson,"116 Parker Parks, Hintonchester, MI 53302",4/11/2025 6:32,default_student_5.jpg,1221,1402,56527-5292084-5
106,FC8432,David Wilson,1,5,7,GR1106,Female,Christianity,9/23/2011,9/22/2024,Inactive,2543571992,(630)243-4166x4103,389-342-3334,771.907.2566,New Dawn,Alabama,Port Sarah,kathrynvaldez@example.com,Ryan Harrington,Susan Gregory,"16015 Parker Expressway Apt. 903, West Samanthabury, HI 57646",4/11/2025 6:32,default_student_6.jpg,1262,1232,22622-3069731-1
107,FC6747,Madison Butler,1,11,4,GR1107,Female,Sikhism,12/20/2017,2/8/2023,Inactive,+1-617-591-6790x1276,001-464-521-1704x226,001-816-223-2759x910,(844)358-8813x51503,New Chaseport,Arizona,Johnsonhaven,gjenkins@example.com,Richard Sandoval,Kathleen Davenport,"82849 Hall Lock, Martinezview, PR 97824",4/11/2025 6:32,default_student_7.jpg,2951,664,16779-9986106-7
108,FC5296,Tracy Fuller,1,6,6,GR1108,Female,Islam,10/23/2015,8/11/2024,Inactive,(559)511-2437x9337,946.448.8349,+1-573-505-1762x70073,001-960-337-3888x658,Port Tylerbury,Delaware,New Taylor,elizabeth98@example.net,Tristan Rivera,Suzanne Matthews,"8799 Jones Mountains Suite 301, Blackborough, MP 75479",4/11/2025 6:32,default_student_8.jpg,4965,567,30220-9667062-5
109,FC1602,Jeffrey Bryant,1,10,5,GR1109,Male,Christianity,2/1/2012,7/17/2022,Active,(971)668-4332x2575,807-455-9350x2315,001-431-369-5495x2609,8707383755,Laceybury,California,Kyleberg,harriskatherine@example.com,Mr. Chad Benton,Natasha Romero,"66607 James Fall, Port Angela, MO 81227",4/11/2025 6:32,default_student_9.jpg,4192,825,93901-5069840-6
110,FC1390,Bethany Black,1,5,5,GR1110,Male,Hinduism,12/24/2019,9/17/2022,Inactive,(996)886-4590x604,001-632-613-6249x873,938.653.0944,-1167,Jessicafort,Arizona,Wallerstad,ellisjustin@example.com,Jon Scott,Belinda Mendoza,"391 Matthew Valley, East Thomaschester, MA 69026",4/11/2025 6:32,default_student_0.jpg,1696,987,56148-4792324-3
111,FC7893,Kathleen Taylor,1,14,5,GR1111,Female,Islam,7/23/2007,9/9/2024,Active,001-894-535-5416x818,822-632-1344x081,+1-595-411-6182x079,(664)996-6712x41177,Andreaview,Hawaii,Serranotown,tgarcia@example.net,Michael Crawford,Rebecca Wood,"4308 Davis Estates Suite 529, Gibsonland, SD 16988",4/11/2025 6:32,default_student_1.jpg,4810,1695,10738-7541564-3
112,FC3439,Barry Dickerson,1,10,4,GR1112,Male,Islam,1/9/2011,3/28/2024,Active,6852860849,001-624-224-7797,512.621.0360x3631,-10892,Port Larry,Alabama,Port Samanthashire,abell@example.org,Jordan Patel,Heather Lee,"Unit 3421 Box 2510, DPO AE 84775",4/11/2025 6:32,default_student_2.jpg,3347,1752,29358-3569465-7
113,FC1433,Angela Mclaughlin,1,14,6,GR1113,Male,Christianity,12/4/2010,12/25/2023,Inactive,001-575-425-1983,(594)422-4903,(344)883-0223x6097,980-456-3118,New Ryan,Washington,Anitaton,richard53@example.com,Jason Clark,Martha Greene,"3334 Brian Turnpike, Garciamouth, MP 06555",4/11/2025 6:32,default_student_3.jpg,3089,943,79907-7717390-2
114,FC3126,Lisa Lopez,1,6,7,GR1114,Female,Christianity,2/5/2010,1/13/2021,Inactive,+1-248-401-0246x1637,749.392.4308x57010,657.666.4463x90726,949.426.8190x57431,East Tara,Minnesota,Andrewfort,kimberlyreid@example.net,Robert Wong,Katherine Lucas,"USNS Berger, FPO AP 09998",4/11/2025 6:32,default_student_4.jpg,2563,960,61752-5027449-8
115,FC7505,Amy Riley,1,9,6,GR1115,Male,Sikhism,2/27/2009,8/4/2024,Active,244.488.7190x0395,001-789-979-1855x85549,-6953,-9661,Port Wendyberg,Nevada,East Carloshaven,lisaadams@example.net,Joseph Murphy,Alejandra Hampton,"24239 Carla Islands, Robertshire, UT 95962",4/11/2025 6:32,default_student_5.jpg,2131,582,90080-6395053-7
116,FC2747,Cassandra Day,1,16,7,GR1116,Male,Sikhism,12/6/2015,12/21/2022,Inactive,942.867.1242x57430,001-704-438-1935x3241,001-891-511-8193,-10254,South Bradley,West Virginia,North Scottstad,estradadanny@example.org,Collin Patel,Katherine Wilson,"92333 Virginia Common Apt. 271, Steveberg, WY 24386",4/11/2025 6:32,default_student_6.jpg,2773,714,70383-8750865-3
117,FC3778,David Holland,1,11,5,GR1117,Female,Islam,4/26/2011,11/26/2024,Inactive,832-520-0727x2155,943-628-7179,4658043313,+1-971-819-6498x4998,Grossburgh,Virginia,South Rachael,nealcarolyn@example.net,Tyler Jordan,Brittney Sanders,"838 Christian Lodge, East Mark, MI 57218",4/11/2025 6:32,default_student_7.jpg,2414,792,92392-6999889-8
118,FC9498,Christopher Bartlett,1,9,5,GR1118,Female,Hinduism,11/6/2015,11/12/2023,Inactive,832-538-5409,859-272-9380x1898,850-607-6636x952,(351)552-1598x360,South Frank,Delaware,Milesbury,petersmith@example.net,Mark Calderon,Monica Cunningham,"24784 Michael Walks Suite 811, South Daniellehaven, NC 30317",4/11/2025 6:32,default_student_8.jpg,3598,584,48156-8234559-1
119,FC7726,Jeremy Chang,1,16,5,GR1119,Female,Christianity,4/9/2014,8/20/2024,Active,894-422-0224x0596,7264195879,(607)523-0537,934-832-8041,Wyattborough,Alaska,Joshuaport,wsmith@example.com,Christopher Hall,Jane Dickson,"3445 Anthony Valleys Apt. 673, West Ashley, FL 48427",4/11/2025 6:32,default_student_9.jpg,1451,1755,56787-3780958-1
120,FC8054,Robert Schneider,1,6,4,GR1120,Female,Christianity,3/27/2010,9/19/2023,Active,+1-233-670-6058x05140,573.405.6861x161,-5463,001-620-516-3136x7006,New Daleside,Kentucky,South Ryanborough,brivera@example.org,Jordan Obrien,Amy Hall,"41369 Kevin Land, Hoodshire, TN 84202",4/11/2025 6:32,default_student_0.jpg,1626,924,31557-4829391-1
121,FC9606,Adam Johnson,1,10,6,GR1121,Female,Islam,7/26/2016,7/23/2022,Inactive,001-646-282-7664,752-655-7578x627,(939)497-2600,383.277.9626,Jonathanhaven,Michigan,South Mark,alexanderdeborah@example.org,Jacob Poole MD,Yolanda Jackson,"616 Lopez Club Suite 596, West Jeremy, NY 53284",4/11/2025 6:32,default_student_1.jpg,4167,1036,30751-6745753-9
122,FC6436,Stephen Lopez,1,16,6,GR1122,Male,Sikhism,5/2/2006,6/10/2024,Inactive,001-566-468-7627x542,462-272-3462,(331)914-5728,001-836-366-2989,East Tracy,Missouri,West Ericside,hwilkins@example.net,Michael Kim,Elizabeth Taylor,"48098 Hall Stravenue Suite 819, Bradleyhaven, VT 75843",4/11/2025 6:32,default_student_2.jpg,2598,1465,77049-6136487-7
123,FC7656,Daniel Shelton,1,7,4,GR1123,Male,Christianity,8/4/2013,12/31/2022,Active,703-398-4139x526,345-918-5098x477,001-770-802-6210x36680,(870)993-6942,Lake Stevenland,South Dakota,New Biancaburgh,martin75@example.org,James Beard,Stacy Russell,"872 Eric Lodge Apt. 593, West Anthonyhaven, VT 70181",4/11/2025 6:32,default_student_3.jpg,2092,1910,90518-3829263-7
124,FC2398,Trevor Petty,1,6,6,GR1124,Female,Hinduism,1/15/2007,11/18/2024,Active,(345)396-1125x95616,228-862-6342x1849,(613)925-1237x58747,3017749469,Lake Jeffrey,Maine,Reedmouth,griffindebbie@example.com,Dennis Lara,Lynn Peck,"8795 Johns Wall Apt. 043, New Anna, PR 23857",4/11/2025 6:32,default_student_4.jpg,3768,1426,58377-5259457-8
125,FC4747,Jose Jenkins,1,17,5,GR1125,Male,Christianity,7/9/2012,4/19/2023,Inactive,(477)845-0600x853,(226)342-2329x3698,376-243-2205x544,210-503-2361x49826,South Aaron,Michigan,Ginamouth,pnavarro@example.net,Roger Hatfield,Krista Boyd,"60096 Ford Springs, South Robertton, MS 28358",4/11/2025 6:32,default_student_5.jpg,3491,1853,37273-8351531-7
126,FC5327,Nathan Smith,1,11,5,GR1126,Female,Islam,1/10/2010,5/17/2021,Inactive,+1-511-515-1018x2427,+1-535-695-1498x71116,624.376.3797x60258,704.629.9423,North Marymouth,North Carolina,North Christopherside,walkerdavid@example.net,Howard Shepard,Laura Wilson,"885 Nicole Trail, West Tracyton, WV 05693",4/11/2025 6:32,default_student_6.jpg,4807,677,94417-7797931-6
127,FC4819,Tina Ward,1,12,4,GR1127,Female,Sikhism,3/30/2013,10/7/2021,Inactive,938-437-2811,7926344379,(816)308-7300,001-597-285-9755,East Martinmouth,Texas,New Steven,eric92@example.net,Steven Frank,Jessica Diaz,"0006 Wolfe Shoal Apt. 334, Lake David, RI 01973",4/11/2025 6:32,default_student_7.jpg,2936,1043,33726-4854911-9
128,FC6969,Robert Mccarty,1,14,5,GR1128,Female,Islam,9/29/2010,10/5/2023,Active,(665)818-0441x96975,001-731-671-4722,+1-359-349-3396x23101,(674)609-2621,Liborough,Colorado,Lake Nicholasview,amyortiz@example.org,Brian Murray,Lisa Castro,"615 Lisa Burg Apt. 210, Dyerchester, FM 99452",4/11/2025 6:32,default_student_8.jpg,2958,1305,84202-7878363-9
129,FC2511,Lauren Hammond,1,8,4,GR1129,Female,Christianity,11/12/2007,8/3/2023,Inactive,001-779-256-1994,(510)349-8519,001-877-373-0834x535,928.289.6916,North Ivan,Delaware,Hudsonmouth,lori03@example.net,Gary Berry,Julie Stephenson,"469 Lee Cove Apt. 720, East Kayla, PW 73830",4/11/2025 6:32,default_student_9.jpg,4325,692,28170-1951410-3
130,FC4252,Austin Smith,1,11,7,GR1130,Male,Sikhism,5/1/2013,9/18/2023,Inactive,629.596.2922x1108,8406940424,9433727068,550-474-8902x137,Williamchester,Arkansas,West Sarah,brucetracy@example.net,Kevin Wright,Katrina Peters,"97559 Paul Stravenue Suite 955, New Kathleen, OK 08816",4/11/2025 6:32,default_student_0.jpg,4582,1202,22783-1086312-4
